fecha,tienda,producto,turno,unidades_vendidas,precio_unitario,venta_total
2024-04-09 01:00:00,Tienda_04,Abarrotes,Noche,4,7.6,30.4
2024-04-09 02:00:00,Tienda_01,Abarrotes,Tarde,4,3.58,14.32
2024-04-09 03:00:00,Tienda_04,Abarrotes,Mañana,6,4.02,24.119999999999997
2024-04-09 04:00:00,Tienda_02,Bebidas,Mañana,4,10.31,41.24
2024-04-09 05:00:00,Tienda_01,Comida Rápida,Noche,5,5.88,29.4
2024-04-09 06:00:00,Tienda_02,Snacks,Noche,3,10.3,30.900000000000002
2024-04-09 07:00:00,Tienda_02,Snacks,Mañana,5,3.16,15.8
2024-04-09 08:00:00,Tienda_01,Snacks,Mañana,4,4.82,19.28
2024-04-09 09:00:00,Tienda_02,Snacks,Tarde,4,9.76,39.04
2024-04-09 10:00:00,Tienda_02,Abarrotes,Mañana,6,8.6,51.599999999999994
2024-04-09 11:00:00,Tienda_04,Snacks,Noche,6,5.41,32.46
2024-04-09 12:00:00,Tienda_03,Comida Rápida,Mañana,3,11.39,34.17
2024-04-09 13:00:00,Tienda_02,Abarrotes,Noche,0,4.51,0.0
2024-04-09 14:00:00,Tienda_02,Snacks,Noche,5,10.57,52.85
2024-04-09 15:00:00,Tienda_02,Bebidas,Tarde,5,9.11,45.55
2024-04-09 16:00:00,Tienda_04,Cigarros,Tarde,3,3.65,10.95
2024-04-09 17:00:00,Tienda_03,Cigarros,Tarde,4,7.77,31.08
2024-04-09 18:00:00,Tienda_01,Cigarros,Tarde,5,11.33,56.65
2024-04-09 19:00:00,Tienda_04,Abarrotes,Mañana,3,8.38,25.14
2024-04-09 20:00:00,Tienda_04,Snacks,Tarde,6,7.52,45.12
2024-04-09 21:00:00,Tienda_03,Abarrotes,Mañana,1,5.98,5.98
2024-04-09 22:00:00,Tienda_03,Comida Rápida,Tarde,3,9.99,29.97
2024-04-09 23:00:00,Tienda_04,Bebidas,Tarde,5,11.17,55.85
2024-04-10 00:00:00,Tienda_01,Bebidas,Noche,10,9.66,96.6
2024-04-10 01:00:00,Tienda_04,Cigarros,Mañana,1,9.39,9.39
2024-04-10 02:00:00,Tienda_03,Cigarros,Noche,2,4.33,8.66
2024-04-10 03:00:00,Tienda_01,Cigarros,Tarde,4,10.42,41.68
2024-04-10 04:00:00,Tienda_03,Snacks,Mañana,4,2.89,11.56
2024-04-10 05:00:00,Tienda_01,Comida Rápida,Tarde,2,9.69,19.38
2024-04-10 06:00:00,Tienda_02,Comida Rápida,Noche,6,4.5,27.0
2024-04-10 07:00:00,Tienda_03,Comida Rápida,Mañana,4,7.13,28.52
2024-04-10 08:00:00,Tienda_03,Comida Rápida,Noche,3,9.1,27.299999999999997
2024-04-10 09:00:00,Tienda_04,Cigarros,Tarde,7,9.71,67.97
2024-04-10 10:00:00,Tienda_03,Bebidas,Tarde,4,10.94,43.76
2024-04-10 11:00:00,Tienda_03,Cigarros,Tarde,3,5.18,15.54
2024-04-10 12:00:00,Tienda_02,Comida Rápida,Mañana,5,4.63,23.15
2024-04-10 13:00:00,Tienda_03,Cigarros,Noche,3,11.96,35.88
2024-04-10 14:00:00,Tienda_02,Comida Rápida,Noche,3,4.47,13.41
2024-04-10 15:00:00,Tienda_02,Abarrotes,Tarde,3,8.82,26.46
2024-04-10 16:00:00,Tienda_02,Bebidas,Noche,2,11.55,23.1
2024-04-10 17:00:00,Tienda_02,Abarrotes,Mañana,4,11.02,44.08
2024-04-10 18:00:00,Tienda_01,Snacks,Tarde,5,6.71,33.55
2024-04-10 19:00:00,Tienda_04,Cigarros,Tarde,4,8.56,34.24
2024-04-10 20:00:00,Tienda_01,Snacks,Tarde,2,7.53,15.06
2024-04-10 21:00:00,Tienda_03,Cigarros,Mañana,2,5.79,11.58
2024-04-10 22:00:00,Tienda_01,Abarrotes,Tarde,6,3.87,23.22
2024-04-10 23:00:00,Tienda_01,Comida Rápida,Tarde,5,10.13,50.650000000000006
2024-04-11 00:00:00,Tienda_03,Comida Rápida,Tarde,7,3.36,23.52
2024-04-11 01:00:00,Tienda_03,Cigarros,Tarde,5,8.29,41.449999999999996
2024-04-11 02:00:00,Tienda_03,Comida Rápida,Noche,8,8.15,65.2
2024-04-11 03:00:00,Tienda_01,Abarrotes,Tarde,1,5.68,5.68
2024-04-11 04:00:00,Tienda_01,Comida Rápida,Mañana,2,3.79,7.58
2024-04-11 05:00:00,Tienda_03,Abarrotes,Tarde,7,10.1,70.7
2024-04-11 06:00:00,Tienda_04,Snacks,Tarde,4,6.89,27.56
2024-04-11 07:00:00,Tienda_04,Abarrotes,Noche,9,9.39,84.51
2024-04-11 08:00:00,Tienda_02,Bebidas,Tarde,4,2.66,10.64
2024-04-11 09:00:00,Tienda_03,Bebidas,Noche,5,3.21,16.05
2024-04-11 10:00:00,Tienda_02,Bebidas,Mañana,3,4.17,12.51
2024-04-11 11:00:00,Tienda_04,Cigarros,Noche,4,3.58,14.32
2024-04-11 12:00:00,Tienda_02,Cigarros,Tarde,4,4.32,17.28
2024-04-11 13:00:00,Tienda_03,Cigarros,Mañana,4,9.02,36.08
2024-04-11 14:00:00,Tienda_03,Abarrotes,Tarde,5,2.95,14.75
2024-04-11 15:00:00,Tienda_03,Cigarros,Noche,3,2.86,8.58
2024-04-11 16:00:00,Tienda_01,Snacks,Mañana,2,2.8,5.6
2024-04-11 17:00:00,Tienda_02,Bebidas,Mañana,2,9.13,18.26
2024-04-11 18:00:00,Tienda_04,Abarrotes,Noche,6,7.59,45.54
2024-04-11 19:00:00,Tienda_04,Bebidas,Noche,7,6.02,42.14
2024-04-11 20:00:00,Tienda_04,Cigarros,Mañana,3,8.92,26.759999999999998
2024-04-11 21:00:00,Tienda_01,Abarrotes,Mañana,8,7.76,62.08
2024-04-11 22:00:00,Tienda_01,Comida Rápida,Noche,6,2.57,15.419999999999998
2024-04-11 23:00:00,Tienda_03,Snacks,Tarde,3,10.47,31.410000000000004
2024-04-12 00:00:00,Tienda_04,Cigarros,Mañana,2,5.83,11.66
2024-04-12 01:00:00,Tienda_01,Cigarros,Noche,3,6.3,18.9
2024-04-12 02:00:00,Tienda_03,Snacks,Tarde,3,9.93,29.79
2024-04-12 03:00:00,Tienda_04,Snacks,Mañana,3,4.28,12.84
2024-04-12 04:00:00,Tienda_02,Comida Rápida,Mañana,4,2.6,10.4
2024-04-12 05:00:00,Tienda_03,Cigarros,Noche,3,11.13,33.39
2024-04-12 06:00:00,Tienda_01,Cigarros,Tarde,6,7.3,43.8
2024-04-12 07:00:00,Tienda_01,Bebidas,Mañana,1,5.82,5.82
2024-04-12 08:00:00,Tienda_03,Abarrotes,Tarde,1,10.28,10.28
2024-04-12 09:00:00,Tienda_03,Abarrotes,Tarde,3,2.75,8.25
2024-04-12 10:00:00,Tienda_01,Bebidas,Mañana,3,4.42,13.26
2024-04-12 11:00:00,Tienda_02,Abarrotes,Tarde,4,3.98,15.92
2024-04-12 12:00:00,Tienda_04,Snacks,Mañana,4,9.51,38.04
2024-04-12 13:00:00,Tienda_02,Abarrotes,Tarde,8,5.46,43.68
2024-04-12 14:00:00,Tienda_03,Abarrotes,Mañana,4,9.84,39.36
2024-04-12 15:00:00,Tienda_02,Bebidas,Noche,2,2.89,5.78
2024-04-12 16:00:00,Tienda_01,Comida Rápida,Mañana,3,8.28,24.839999999999996
2024-04-12 17:00:00,Tienda_03,Abarrotes,Mañana,3,5.52,16.56
2024-04-12 18:00:00,Tienda_04,Abarrotes,Mañana,3,4.28,12.84
2024-04-12 19:00:00,Tienda_01,Comida Rápida,Tarde,6,10.26,61.56
2024-04-12 20:00:00,Tienda_01,Bebidas,Noche,3,6.42,19.259999999999998
2024-04-12 21:00:00,Tienda_04,Comida Rápida,Tarde,4,7.93,31.72
2024-04-12 22:00:00,Tienda_04,Bebidas,Tarde,3,2.81,8.43
2024-04-12 23:00:00,Tienda_02,Snacks,Mañana,5,10.02,50.099999999999994
2024-04-13 00:00:00,Tienda_03,Bebidas,Tarde,3,5.23,15.690000000000001
2024-04-13 01:00:00,Tienda_04,Snacks,Mañana,5,9.09,45.45
2024-04-13 02:00:00,Tienda_04,Snacks,Noche,7,9.72,68.04
2024-04-13 03:00:00,Tienda_03,Bebidas,Tarde,4,3.61,14.44
2024-04-13 04:00:00,Tienda_04,Cigarros,Tarde,2,5.31,10.62
2024-04-13 05:00:00,Tienda_04,Bebidas,Tarde,5,9.37,46.849999999999994
2024-04-13 06:00:00,Tienda_02,Abarrotes,Mañana,8,4.71,37.68
2024-04-13 07:00:00,Tienda_01,Abarrotes,Mañana,4,10.56,42.24
2024-04-13 08:00:00,Tienda_01,Cigarros,Tarde,8,5.46,43.68
2024-04-13 09:00:00,Tienda_01,Snacks,Tarde,3,6.32,18.96
2024-04-13 10:00:00,Tienda_01,Cigarros,Noche,6,3.45,20.700000000000003
2024-04-13 11:00:00,Tienda_04,Abarrotes,Noche,4,3.9,15.6
2024-04-13 12:00:00,Tienda_03,Cigarros,Noche,2,5.12,10.24
2024-04-13 13:00:00,Tienda_03,Bebidas,Noche,5,2.96,14.8
2024-04-13 14:00:00,Tienda_02,Cigarros,Noche,2,4.33,8.66
2024-04-13 15:00:00,Tienda_02,Snacks,Mañana,4,6.38,25.52
2024-04-13 16:00:00,Tienda_04,Bebidas,Noche,2,6.11,12.22
2024-04-13 17:00:00,Tienda_03,Comida Rápida,Noche,2,4.39,8.78
2024-04-13 18:00:00,Tienda_03,Abarrotes,Tarde,3,3.26,9.78
2024-04-13 19:00:00,Tienda_01,Abarrotes,Mañana,4,5.52,22.08
2024-04-13 20:00:00,Tienda_04,Cigarros,Noche,3,9.58,28.740000000000002
2024-04-13 21:00:00,Tienda_04,Bebidas,Noche,4,7.35,29.4
2024-04-13 22:00:00,Tienda_01,Comida Rápida,Noche,3,11.49,34.47
2024-04-13 23:00:00,Tienda_04,Bebidas,Tarde,3,3.83,11.49
2024-04-14 00:00:00,Tienda_04,Abarrotes,Tarde,3,4.47,13.41
2024-04-14 01:00:00,Tienda_02,Bebidas,Tarde,6,5.16,30.96
2024-04-14 02:00:00,Tienda_03,Comida Rápida,Noche,2,2.62,5.24
2024-04-14 03:00:00,Tienda_04,Cigarros,Tarde,5,11.46,57.300000000000004
2024-04-14 04:00:00,Tienda_02,Snacks,Noche,2,6.73,13.46
2024-04-14 05:00:00,Tienda_03,Bebidas,Mañana,4,7.08,28.32
2024-04-14 06:00:00,Tienda_01,Snacks,Noche,1,4.0,4.0
2024-04-14 07:00:00,Tienda_02,Abarrotes,Tarde,7,10.79,75.53
2024-04-14 08:00:00,Tienda_02,Cigarros,Mañana,4,9.08,36.32
2024-04-14 09:00:00,Tienda_03,Cigarros,Noche,1,6.6,6.6
2024-04-14 10:00:00,Tienda_01,Bebidas,Mañana,2,10.84,21.68
2024-04-14 11:00:00,Tienda_02,Cigarros,Mañana,4,11.1,44.4
2024-04-14 12:00:00,Tienda_04,Bebidas,Mañana,4,2.97,11.88
2024-04-14 13:00:00,Tienda_04,Bebidas,Noche,7,3.63,25.41
2024-04-14 14:00:00,Tienda_04,Snacks,Tarde,2,2.76,5.52
2024-04-14 15:00:00,Tienda_01,Cigarros,Noche,9,8.03,72.27
2024-04-14 16:00:00,Tienda_02,Bebidas,Tarde,4,4.57,18.28
2024-04-14 17:00:00,Tienda_04,Snacks,Noche,6,10.53,63.17999999999999
2024-04-14 18:00:00,Tienda_01,Comida Rápida,Noche,3,6.93,20.79
2024-04-14 19:00:00,Tienda_04,Snacks,Noche,5,10.46,52.300000000000004
2024-04-14 20:00:00,Tienda_03,Snacks,Tarde,3,7.78,23.34
2024-04-14 21:00:00,Tienda_02,Bebidas,Noche,1,10.06,10.06
2024-04-14 22:00:00,Tienda_02,Abarrotes,Mañana,3,6.03,18.09
2024-04-14 23:00:00,Tienda_01,Abarrotes,Noche,0,11.48,0.0
2024-04-15 00:00:00,Tienda_01,Abarrotes,Mañana,4,8.84,35.36
2024-04-15 01:00:00,Tienda_02,Snacks,Tarde,9,8.16,73.44
2024-04-15 02:00:00,Tienda_04,Bebidas,Tarde,2,5.85,11.7
2024-04-15 03:00:00,Tienda_04,Cigarros,Noche,8,11.4,91.2
2024-04-15 04:00:00,Tienda_03,Snacks,Noche,5,5.71,28.55
2024-04-15 05:00:00,Tienda_04,Snacks,Noche,3,10.44,31.32
2024-04-15 06:00:00,Tienda_01,Bebidas,Mañana,5,6.34,31.7
2024-04-15 07:00:00,Tienda_01,Comida Rápida,Tarde,4,9.79,39.16
2024-04-15 08:00:00,Tienda_04,Snacks,Mañana,3,11.16,33.480000000000004
2024-04-15 09:00:00,Tienda_01,Comida Rápida,Mañana,4,6.92,27.68
2024-04-15 10:00:00,Tienda_02,Comida Rápida,Noche,3,7.5,22.5
2024-04-15 11:00:00,Tienda_02,Abarrotes,Noche,2,5.64,11.28
2024-04-15 12:00:00,Tienda_04,Bebidas,Mañana,10,3.02,30.2
2024-04-15 13:00:00,Tienda_02,Comida Rápida,Mañana,7,8.7,60.89999999999999
2024-04-15 14:00:00,Tienda_02,Bebidas,Noche,4,3.64,14.56
2024-04-15 15:00:00,Tienda_03,Abarrotes,Noche,7,5.86,41.02
2024-04-15 16:00:00,Tienda_03,Bebidas,Mañana,2,5.82,11.64
2024-04-15 17:00:00,Tienda_02,Snacks,Noche,5,3.93,19.650000000000002
2024-04-15 18:00:00,Tienda_04,Comida Rápida,Noche,5,8.83,44.15
2024-04-15 19:00:00,Tienda_03,Bebidas,Mañana,8,4.16,33.28
2024-04-15 20:00:00,Tienda_01,Cigarros,Mañana,3,9.89,29.67
2024-04-15 21:00:00,Tienda_01,Bebidas,Tarde,4,4.87,19.48
2024-04-15 22:00:00,Tienda_01,Comida Rápida,Mañana,5,5.23,26.150000000000002
2024-04-15 23:00:00,Tienda_04,Abarrotes,Noche,4,5.77,23.08
2024-04-16 00:00:00,Tienda_02,Abarrotes,Mañana,3,3.95,11.850000000000001
2024-04-16 01:00:00,Tienda_01,Comida Rápida,Mañana,2,6.63,13.26
2024-04-16 02:00:00,Tienda_04,Snacks,Mañana,6,3.26,19.56
2024-04-16 03:00:00,Tienda_03,Snacks,Tarde,3,6.56,19.68
2024-04-16 04:00:00,Tienda_02,Abarrotes,Tarde,2,5.73,11.46
2024-04-16 05:00:00,Tienda_03,Abarrotes,Noche,3,5.71,17.13
2024-04-16 06:00:00,Tienda_04,Comida Rápida,Tarde,1,8.78,8.78
2024-04-16 07:00:00,Tienda_01,Snacks,Mañana,3,9.81,29.43
2024-04-16 08:00:00,Tienda_01,Abarrotes,Tarde,2,5.88,11.76
2024-04-16 09:00:00,Tienda_04,Snacks,Mañana,5,4.99,24.950000000000003
2024-04-16 10:00:00,Tienda_01,Abarrotes,Tarde,8,7.2,57.6
2024-04-16 11:00:00,Tienda_02,Bebidas,Tarde,3,9.98,29.94
2024-04-16 12:00:00,Tienda_04,Cigarros,Tarde,2,8.62,17.24
2024-04-16 13:00:00,Tienda_03,Bebidas,Mañana,2,2.86,5.72
2024-04-16 14:00:00,Tienda_04,Abarrotes,Tarde,6,7.06,42.36
2024-04-16 15:00:00,Tienda_02,Cigarros,Mañana,3,11.91,35.730000000000004
2024-04-16 16:00:00,Tienda_02,Cigarros,Mañana,5,5.85,29.25
2024-04-16 17:00:00,Tienda_04,Abarrotes,Noche,5,6.69,33.45
2024-04-16 18:00:00,Tienda_04,Abarrotes,Tarde,6,5.23,31.380000000000003
2024-04-16 19:00:00,Tienda_01,Snacks,Noche,3,7.23,21.69
2024-04-16 20:00:00,Tienda_02,Abarrotes,Noche,3,4.03,12.09
2024-04-16 21:00:00,Tienda_04,Comida Rápida,Mañana,6,4.85,29.099999999999998
2024-04-16 22:00:00,Tienda_04,Abarrotes,Tarde,5,9.26,46.3
2024-04-16 23:00:00,Tienda_02,Comida Rápida,Mañana,3,3.81,11.43
2024-04-17 00:00:00,Tienda_04,Abarrotes,Mañana,4,11.3,45.2
2024-04-17 01:00:00,Tienda_01,Snacks,Tarde,1,5.43,5.43
2024-04-17 02:00:00,Tienda_02,Comida Rápida,Mañana,3,7.96,23.88
2024-04-17 03:00:00,Tienda_01,Bebidas,Tarde,5,5.56,27.799999999999997
2024-04-17 04:00:00,Tienda_01,Comida Rápida,Tarde,7,7.04,49.28
2024-04-17 05:00:00,Tienda_01,Snacks,Mañana,2,11.09,22.18
2024-04-17 06:00:00,Tienda_01,Comida Rápida,Mañana,5,3.15,15.75
2024-04-17 07:00:00,Tienda_02,Abarrotes,Noche,6,10.64,63.84
2024-04-17 08:00:00,Tienda_01,Abarrotes,Mañana,3,7.8,23.4
2024-04-17 09:00:00,Tienda_01,Snacks,Tarde,8,8.82,70.56
2024-04-17 10:00:00,Tienda_04,Cigarros,Noche,1,3.03,3.03
2024-04-17 11:00:00,Tienda_02,Abarrotes,Tarde,5,9.73,48.650000000000006
2024-04-17 12:00:00,Tienda_02,Bebidas,Noche,5,3.71,18.55
2024-04-17 13:00:00,Tienda_03,Snacks,Mañana,4,11.67,46.68
2024-04-17 14:00:00,Tienda_02,Comida Rápida,Mañana,5,10.09,50.45
2024-04-17 15:00:00,Tienda_02,Comida Rápida,Mañana,2,7.18,14.36
2024-04-17 16:00:00,Tienda_03,Bebidas,Tarde,6,11.28,67.67999999999999
2024-04-17 17:00:00,Tienda_02,Abarrotes,Noche,2,4.11,8.22
2024-04-17 18:00:00,Tienda_02,Snacks,Tarde,3,11.92,35.76
2024-04-17 19:00:00,Tienda_02,Bebidas,Noche,3,9.31,27.93
2024-04-17 20:00:00,Tienda_02,Abarrotes,Mañana,2,3.43,6.86
2024-04-17 21:00:00,Tienda_03,Snacks,Tarde,5,7.6,38.0
2024-04-17 22:00:00,Tienda_02,Comida Rápida,Mañana,3,9.25,27.75
2024-04-17 23:00:00,Tienda_02,Snacks,Tarde,2,8.32,16.64
2024-04-18 00:00:00,Tienda_03,Cigarros,Mañana,3,6.53,19.59
2024-04-18 01:00:00,Tienda_04,Snacks,Tarde,2,4.86,9.72
2024-04-18 02:00:00,Tienda_01,Cigarros,Tarde,3,4.76,14.28
2024-04-18 03:00:00,Tienda_04,Snacks,Noche,2,11.31,22.62
2024-04-18 04:00:00,Tienda_03,Cigarros,Mañana,3,4.73,14.190000000000001
2024-04-18 05:00:00,Tienda_01,Comida Rápida,Noche,3,11.64,34.92
2024-04-18 06:00:00,Tienda_03,Abarrotes,Noche,3,4.5,13.5
2024-04-18 07:00:00,Tienda_03,Cigarros,Mañana,2,6.15,12.3
2024-04-18 08:00:00,Tienda_02,Cigarros,Tarde,3,2.62,7.86
2024-04-18 09:00:00,Tienda_01,Comida Rápida,Noche,6,11.08,66.48
2024-04-18 10:00:00,Tienda_02,Cigarros,Mañana,2,3.49,6.98
2024-04-18 11:00:00,Tienda_01,Bebidas,Tarde,5,5.89,29.45
2024-04-18 12:00:00,Tienda_03,Comida Rápida,Noche,5,10.5,52.5
2024-04-18 13:00:00,Tienda_03,Bebidas,Noche,7,10.02,70.14
2024-04-18 14:00:00,Tienda_04,Comida Rápida,Noche,5,10.49,52.45
2024-04-18 15:00:00,Tienda_01,Cigarros,Tarde,5,11.18,55.9
2024-04-18 16:00:00,Tienda_02,Bebidas,Noche,5,11.16,55.8
2024-04-18 17:00:00,Tienda_04,Cigarros,Tarde,2,9.82,19.64
2024-04-18 18:00:00,Tienda_04,Comida Rápida,Noche,3,8.03,24.089999999999996
2024-04-18 19:00:00,Tienda_04,Cigarros,Mañana,1,7.83,7.83
2024-04-18 20:00:00,Tienda_02,Bebidas,Noche,4,2.62,10.48
2024-04-18 21:00:00,Tienda_04,Bebidas,Mañana,5,9.36,46.8
2024-04-18 22:00:00,Tienda_02,Cigarros,Mañana,4,4.65,18.6
2024-04-18 23:00:00,Tienda_04,Snacks,Mañana,5,10.37,51.849999999999994
2024-04-19 00:00:00,Tienda_02,Comida Rápida,Tarde,3,7.76,23.28
2024-04-19 01:00:00,Tienda_03,Comida Rápida,Mañana,5,11.88,59.400000000000006
2024-04-19 02:00:00,Tienda_03,Cigarros,Noche,2,4.5,9.0
2024-04-19 03:00:00,Tienda_03,Snacks,Tarde,3,9.37,28.11
2024-04-19 04:00:00,Tienda_03,Bebidas,Mañana,5,7.7,38.5
2024-04-19 05:00:00,Tienda_03,Abarrotes,Tarde,3,11.35,34.05
2024-04-19 06:00:00,Tienda_04,Abarrotes,Tarde,5,5.03,25.150000000000002
2024-04-19 07:00:00,Tienda_04,Cigarros,Tarde,4,3.06,12.24
2024-04-19 08:00:00,Tienda_04,Snacks,Noche,3,7.67,23.009999999999998
2024-04-19 09:00:00,Tienda_02,Snacks,Mañana,3,7.46,22.38
2024-04-19 10:00:00,Tienda_02,Comida Rápida,Tarde,6,5.46,32.76
2024-04-19 11:00:00,Tienda_02,Bebidas,Tarde,5,11.87,59.349999999999994
2024-04-19 12:00:00,Tienda_02,Snacks,Tarde,5,3.16,15.8
2024-04-19 13:00:00,Tienda_03,Abarrotes,Mañana,5,7.91,39.55
2024-04-19 14:00:00,Tienda_03,Bebidas,Tarde,1,4.97,4.97
2024-04-19 15:00:00,Tienda_03,Bebidas,Tarde,2,2.52,5.04
2024-04-19 16:00:00,Tienda_01,Cigarros,Noche,2,11.88,23.76
2024-04-19 17:00:00,Tienda_04,Snacks,Mañana,8,7.08,56.64
2024-04-19 18:00:00,Tienda_02,Cigarros,Noche,3,10.64,31.92
2024-04-19 19:00:00,Tienda_02,Snacks,Mañana,2,10.48,20.96
2024-04-19 20:00:00,Tienda_03,Comida Rápida,Mañana,3,10.22,30.660000000000004
2024-04-19 21:00:00,Tienda_02,Cigarros,Mañana,5,6.86,34.300000000000004
2024-04-19 22:00:00,Tienda_02,Cigarros,Noche,2,11.01,22.02
2024-04-19 23:00:00,Tienda_04,Abarrotes,Noche,7,5.99,41.93
2024-04-20 00:00:00,Tienda_03,Cigarros,Noche,2,6.38,12.76
2024-04-20 01:00:00,Tienda_04,Snacks,Noche,3,4.93,14.79
2024-04-20 02:00:00,Tienda_01,Abarrotes,Tarde,3,6.76,20.28
2024-04-20 03:00:00,Tienda_01,Cigarros,Tarde,5,11.87,59.349999999999994
2024-04-20 04:00:00,Tienda_01,Cigarros,Tarde,3,7.95,23.85
2024-04-20 05:00:00,Tienda_03,Comida Rápida,Mañana,5,10.4,52.0
2024-04-20 06:00:00,Tienda_02,Cigarros,Tarde,4,5.0,20.0
2024-04-20 07:00:00,Tienda_03,Bebidas,Mañana,2,11.58,23.16
2024-04-20 08:00:00,Tienda_03,Abarrotes,Noche,5,2.63,13.149999999999999
2024-04-20 09:00:00,Tienda_02,Bebidas,Mañana,3,11.34,34.019999999999996
2024-04-20 10:00:00,Tienda_04,Abarrotes,Mañana,0,11.03,0.0
2024-04-20 11:00:00,Tienda_01,Comida Rápida,Tarde,3,3.14,9.42
2024-04-20 12:00:00,Tienda_04,Cigarros,Noche,6,8.25,49.5
2024-04-20 13:00:00,Tienda_01,Cigarros,Noche,3,9.96,29.880000000000003
2024-04-20 14:00:00,Tienda_03,Cigarros,Tarde,3,6.34,19.02
2024-04-20 15:00:00,Tienda_01,Abarrotes,Noche,3,3.37,10.11
2024-04-20 16:00:00,Tienda_03,Cigarros,Noche,7,10.38,72.66000000000001
2024-04-20 17:00:00,Tienda_04,Bebidas,Noche,2,6.93,13.86
2024-04-20 18:00:00,Tienda_03,Cigarros,Tarde,4,5.0,20.0
2024-04-20 19:00:00,Tienda_04,Comida Rápida,Noche,3,3.17,9.51
2024-04-20 20:00:00,Tienda_02,Bebidas,Mañana,5,8.58,42.9
2024-04-20 21:00:00,Tienda_02,Cigarros,Mañana,5,2.9,14.5
2024-04-20 22:00:00,Tienda_02,Cigarros,Noche,5,10.02,50.099999999999994
2024-04-20 23:00:00,Tienda_03,Snacks,Tarde,1,9.82,9.82
2024-04-21 00:00:00,Tienda_02,Abarrotes,Tarde,4,5.57,22.28
2024-04-21 01:00:00,Tienda_01,Bebidas,Tarde,6,6.99,41.94
2024-04-21 02:00:00,Tienda_04,Snacks,Noche,7,8.86,62.019999999999996
2024-04-21 03:00:00,Tienda_04,Comida Rápida,Noche,5,11.61,58.05
2024-04-21 04:00:00,Tienda_01,Abarrotes,Mañana,2,7.44,14.88
2024-04-21 05:00:00,Tienda_03,Bebidas,Tarde,1,11.97,11.97
2024-04-21 06:00:00,Tienda_03,Cigarros,Mañana,1,5.59,5.59
2024-04-21 07:00:00,Tienda_04,Bebidas,Mañana,0,7.5,0.0
2024-04-21 08:00:00,Tienda_02,Cigarros,Tarde,3,3.6,10.8
2024-04-21 09:00:00,Tienda_03,Abarrotes,Noche,2,7.79,15.58
2024-04-21 10:00:00,Tienda_03,Cigarros,Noche,3,7.59,22.77
2024-04-21 11:00:00,Tienda_01,Comida Rápida,Mañana,4,10.56,42.24
2024-04-21 12:00:00,Tienda_01,Cigarros,Mañana,4,11.97,47.88
2024-04-21 13:00:00,Tienda_02,Comida Rápida,Mañana,5,11.87,59.349999999999994
2024-04-21 14:00:00,Tienda_03,Abarrotes,Mañana,7,4.74,33.18
2024-04-21 15:00:00,Tienda_03,Abarrotes,Tarde,2,5.72,11.44
2024-04-21 16:00:00,Tienda_01,Bebidas,Mañana,3,5.11,15.330000000000002
2024-04-21 17:00:00,Tienda_03,Comida Rápida,Mañana,5,4.4,22.0
2024-04-21 18:00:00,Tienda_04,Comida Rápida,Noche,5,3.93,19.650000000000002
2024-04-21 19:00:00,Tienda_01,Snacks,Noche,2,7.36,14.72
2024-04-21 20:00:00,Tienda_02,Snacks,Noche,6,10.79,64.74
2024-04-21 21:00:00,Tienda_01,Snacks,Tarde,7,8.1,56.699999999999996
2024-04-21 22:00:00,Tienda_03,Cigarros,Tarde,3,10.79,32.37
2024-04-21 23:00:00,Tienda_02,Snacks,Noche,5,11.62,58.099999999999994
2024-04-22 00:00:00,Tienda_01,Comida Rápida,Noche,5,6.14,30.7
2024-04-22 01:00:00,Tienda_04,Cigarros,Mañana,1,10.44,10.44
2024-04-22 02:00:00,Tienda_04,Abarrotes,Mañana,3,3.0,9.0
2024-04-22 03:00:00,Tienda_01,Bebidas,Tarde,5,7.07,35.35
2024-04-22 04:00:00,Tienda_04,Snacks,Tarde,7,6.0,42.0
2024-04-22 05:00:00,Tienda_04,Abarrotes,Mañana,4,4.45,17.8
2024-04-22 06:00:00,Tienda_04,Comida Rápida,Noche,0,6.66,0.0
2024-04-22 07:00:00,Tienda_02,Bebidas,Mañana,5,6.72,33.6
2024-04-22 08:00:00,Tienda_04,Abarrotes,Tarde,6,10.18,61.08
2024-04-22 09:00:00,Tienda_04,Bebidas,Tarde,4,10.75,43.0
2024-04-22 10:00:00,Tienda_04,Snacks,Mañana,6,8.74,52.44
2024-04-22 11:00:00,Tienda_02,Comida Rápida,Mañana,3,8.52,25.56
2024-04-22 12:00:00,Tienda_01,Bebidas,Mañana,4,3.55,14.2
2024-04-22 13:00:00,Tienda_03,Abarrotes,Tarde,1,7.96,7.96
2024-04-22 14:00:00,Tienda_04,Snacks,Noche,3,5.11,15.330000000000002
2024-04-22 15:00:00,Tienda_01,Snacks,Mañana,6,5.3,31.799999999999997
2024-04-22 16:00:00,Tienda_04,Abarrotes,Tarde,3,3.4,10.2
2024-04-22 17:00:00,Tienda_02,Abarrotes,Tarde,4,8.54,34.16
2024-04-22 18:00:00,Tienda_01,Bebidas,Tarde,2,8.05,16.1
2024-04-22 19:00:00,Tienda_02,Cigarros,Mañana,6,4.59,27.54
2024-04-22 20:00:00,Tienda_04,Snacks,Mañana,10,5.0,50.0
2024-04-22 21:00:00,Tienda_04,Bebidas,Noche,6,9.84,59.04
2024-04-22 22:00:00,Tienda_02,Abarrotes,Tarde,1,10.03,10.03
